# t x y z qx qy qz qw
3.309997 0.692712 0.279885 0.340219 -0.554244 0.531226 -0.396185 0.503637
3.319997 0.692783 0.279000 0.340829 -0.554150 0.531073 -0.396531 0.503630
3.329997 0.692821 0.278158 0.341445 -0.554139 0.530832 -0.396855 0.503640
3.339997 0.692825 0.277379 0.341976 -0.554219 0.530552 -0.397149 0.503615
3.349997 0.692813 0.276588 0.342620 -0.554356 0.530104 -0.397547 0.503623
3.359997 0.692814 0.275913 0.343278 -0.554457 0.529594 -0.397983 0.503703
3.369997 0.692869 0.275158 0.343951 -0.554477 0.529125 -0.398482 0.503780
3.379997 0.692962 0.274378 0.344700 -0.554424 0.528620 -0.399108 0.503874
3.389997 0.693040 0.273639 0.345463 -0.554350 0.528108 -0.399756 0.503978
3.399997 0.693074 0.272999 0.346247 -0.554314 0.527515 -0.400470 0.504071
3.409997 0.693098 0.272383 0.347010 -0.554249 0.526957 -0.401214 0.504135
3.419997 0.693144 0.271733 0.347720 -0.554080 0.526558 -0.401941 0.504159
3.429997 0.693181 0.271114 0.348405 -0.553948 0.526120 -0.402716 0.504143
3.439997 0.693221 0.270412 0.349127 -0.553968 0.525395 -0.403762 0.504039
3.449997 0.693268 0.269836 0.349813 -0.554106 0.524510 -0.404830 0.503953
3.459997 0.693318 0.269229 0.350555 -0.554290 0.523492 -0.406051 0.503827
3.469997 0.693354 0.268694 0.351164 -0.554434 0.522660 -0.407099 0.503686
3.479997 0.693373 0.268149 0.351806 -0.554618 0.521765 -0.408149 0.503562
3.489997 0.693367 0.267616 0.352365 -0.554817 0.520946 -0.409100 0.503419
3.499997 0.693355 0.267087 0.352859 -0.554996 0.520225 -0.409974 0.503255
3.509997 0.693334 0.266515 0.353346 -0.555189 0.519511 -0.410833 0.503080
3.519997 0.693295 0.266015 0.353809 -0.555397 0.518803 -0.411640 0.502921
3.529997 0.693269 0.265505 0.354289 -0.555569 0.518096 -0.412543 0.502720
3.539997 0.693264 0.264942 0.354752 -0.555658 0.517505 -0.413471 0.502468
3.549997 0.693260 0.264442 0.355197 -0.555723 0.516983 -0.414297 0.502253
3.559997 0.693242 0.263949 0.355595 -0.555798 0.516517 -0.415051 0.502027
3.569997 0.693215 0.263437 0.355986 -0.555890 0.516058 -0.415806 0.501772
3.579997 0.693189 0.262948 0.356350 -0.555988 0.515629 -0.416498 0.501531
3.589997 0.693175 0.262443 0.356690 -0.556081 0.515236 -0.417135 0.501303
3.599997 0.693148 0.261846 0.356991 -0.556140 0.514953 -0.417753 0.501013
3.609997 0.693107 0.261278 0.357130 -0.556078 0.515008 -0.418152 0.500693
3.619997 0.693058 0.260667 0.357194 -0.555871 0.515371 -0.418415 0.500329
3.629997 0.692996 0.260102 0.357219 -0.555638 0.515842 -0.418571 0.499972
3.639997 0.692891 0.259476 0.357184 -0.555445 0.516412 -0.418654 0.499527
3.649997 0.692781 0.258871 0.357103 -0.555340 0.516943 -0.418671 0.499082
3.659997 0.692668 0.258157 0.356980 -0.555263 0.517520 -0.418665 0.498572
3.669997 0.692580 0.257437 0.356842 -0.555213 0.518062 -0.418609 0.498112
3.679996 0.692510 0.256704 0.356708 -0.555156 0.518593 -0.418511 0.497706
3.689996 0.692487 0.255809 0.356583 -0.555018 0.519200 -0.418444 0.497283
3.699996 0.692504 0.254912 0.356488 -0.554824 0.519789 -0.418393 0.496928
3.709996 0.692542 0.253936 0.356413 -0.554592 0.520402 -0.418338 0.496592
3.719996 0.692611 0.252975 0.356393 -0.554349 0.520941 -0.418331 0.496303
3.729996 0.692692 0.251973 0.356401 -0.554090 0.521488 -0.418328 0.496020
3.739996 0.692795 0.250991 0.356435 -0.553798 0.522034 -0.418338 0.495764
3.749996 0.692899 0.250031 0.356470 -0.553519 0.522560 -0.418336 0.495522
3.759996 0.692996 0.249072 0.356489 -0.553292 0.523051 -0.418303 0.495286
3.769996 0.693099 0.248145 0.356511 -0.553113 0.523480 -0.418245 0.495082
3.779996 0.693201 0.247281 0.356525 -0.553015 0.523818 -0.418170 0.494897
3.789996 0.693303 0.246483 0.356546 -0.552999 0.524051 -0.418118 0.494712
3.799996 0.693424 0.245462 0.356576 -0.553098 0.524247 -0.418055 0.494447
3.809996 0.693551 0.244419 0.356626 -0.553245 0.524375 -0.418039 0.494161
3.819996 0.693700 0.243320 0.356699 -0.553370 0.524506 -0.418072 0.493854
3.829996 0.693873 0.242100 0.356794 -0.553469 0.524671 -0.418150 0.493502
3.839996 0.694050 0.241041 0.356918 -0.553485 0.524819 -0.418275 0.493219
3.849996 0.694297 0.239587 0.357108 -0.553480 0.525023 -0.418465 0.492847
3.859996 0.694526 0.238337 0.357300 -0.553403 0.525229 -0.418644 0.492562
3.869996 0.694804 0.236920 0.357533 -0.553213 0.525538 -0.418899 0.492228
3.879996 0.695045 0.235678 0.357729 -0.553036 0.525839 -0.419125 0.491914
3.889996 0.695264 0.234441 0.357914 -0.552913 0.526128 -0.419312 0.491583
3.899996 0.695435 0.233288 0.358044 -0.552873 0.526403 -0.419427 0.491236
3.909996 0.695585 0.232156 0.358126 -0.552848 0.526721 -0.419501 0.490860
3.919996 0.695711 0.231086 0.358171 -0.552831 0.527059 -0.419541 0.490482
3.929996 0.695827 0.229994 0.358206 -0.552839 0.527398 -0.419558 0.490093
3.939996 0.695940 0.228948 0.358245 -0.552871 0.527670 -0.419597 0.489731
3.949996 0.696071 0.227918 0.358331 -0.552878 0.527859 -0.419693 0.489437
3.959996 0.696206 0.226892 0.358463 -0.552902 0.527913 -0.419808 0.489252
3.969996 0.696339 0.225930 0.358631 -0.552935 0.527852 -0.419943 0.489167
3.979996 0.696509 0.224791 0.358879 -0.552944 0.527707 -0.420155 0.489130
3.989996 0.696677 0.223609 0.359168 -0.552964 0.527476 -0.420423 0.489126
3.999996 0.696807 0.222507 0.359430 -0.553032 0.527190 -0.420660 0.489154
4.009996 0.696900 0.221502 0.359693 -0.553152 0.526810 -0.420879 0.489239
4.019996 0.696981 0.220497 0.359959 -0.553296 0.526381 -0.421102 0.489346
4.029996 0.697071 0.219527 0.360213 -0.553396 0.526006 -0.421319 0.489449
4.039996 0.697161 0.218574 0.360460 -0.553462 0.525679 -0.421549 0.489528
4.049996 0.697225 0.217680 0.360690 -0.553533 0.525365 -0.421790 0.489578
4.059996 0.697284 0.216762 0.360911 -0.553581 0.525084 -0.422078 0.489576
4.069996 0.697327 0.215977 0.361095 -0.553613 0.524854 -0.422352 0.489550
4.079996 0.697369 0.215165 0.361297 -0.553638 0.524614 -0.422675 0.489500
4.089996 0.697409 0.214341 0.361517 -0.553653 0.524369 -0.423045 0.489427
4.099996 0.697421 0.213618 0.361705 -0.553695 0.524118 -0.423382 0.489356
4.109996 0.697426 0.212925 0.361866 -0.553724 0.523906 -0.423729 0.489250
4.119996 0.697429 0.212276 0.362019 -0.553733 0.523723 -0.424101 0.489113
4.129996 0.697430 0.211683 0.362182 -0.553739 0.523537 -0.424491 0.488969
4.139996 0.697447 0.211097 0.362351 -0.553709 0.523389 -0.424902 0.488804
4.149996 0.697477 0.210459 0.362539 -0.553645 0.523261 -0.425388 0.488590
4.159996 0.697505 0.209884 0.362712 -0.553581 0.523149 -0.425841 0.488388
4.169996 0.697553 0.209244 0.362913 -0.553491 0.523044 -0.426342 0.488165
4.179996 0.697603 0.208587 0.363129 -0.553394 0.522939 -0.426862 0.487933
4.189996 0.697626 0.208117 0.363324 -0.553336 0.522809 -0.427299 0.487756
4.199996 0.697665 0.207560 0.363536 -0.553232 0.522710 -0.427813 0.487529
4.209996 0.697712 0.206899 0.363778 -0.553098 0.522614 -0.428420 0.487251
4.219996 0.697734 0.206400 0.363978 -0.553020 0.522503 -0.428900 0.487036
4.229996 0.697748 0.205933 0.364182 -0.552959 0.522375 -0.429366 0.486832
4.239996 0.697757 0.205459 0.364398 -0.552906 0.522229 -0.429841 0.486630
4.249996 0.697758 0.205034 0.364583 -0.552875 0.522089 -0.430239 0.486463
4.259996 0.697757 0.204607 0.364753 -0.552843 0.521965 -0.430620 0.486296
4.269996 0.697754 0.204192 0.364897 -0.552806 0.521869 -0.430978 0.486124
4.279996 0.697756 0.203665 0.365043 -0.552745 0.521813 -0.431379 0.485897
4.289996 0.697752 0.203113 0.365116 -0.552690 0.521846 -0.431725 0.485617
4.299996 0.697730 0.202464 0.365129 -0.552645 0.521956 -0.432074 0.485238
4.309996 0.697703 0.201729 0.365078 -0.552600 0.522159 -0.432403 0.484779
4.319996 0.697671 0.200848 0.365001 -0.552551 0.522419 -0.432763 0.484233
4.329996 0.697632 0.199886 0.364899 -0.552508 0.522710 -0.433121 0.483647
4.339996 0.697593 0.198896 0.364798 -0.552469 0.522991 -0.433474 0.483072
4.349996 0.697547 0.197839 0.364682 -0.552434 0.523279 -0.433833 0.482477
4.359996 0.697506 0.196957 0.364572 -0.552406 0.523525 -0.434119 0.481985
4.369996 0.697485 0.195854 0.364453 -0.552305 0.523869 -0.434471 0.481410
4.379996 0.697469 0.194812 0.364340 -0.552202 0.524201 -0.434776 0.480890
4.389996 0.697432 0.193838 0.364194 -0.552152 0.524509 -0.434996 0.480414
4.399996 0.697391 0.192887 0.364037 -0.552114 0.524808 -0.435182 0.479961
4.409996 0.697369 0.191984 0.363907 -0.552058 0.525091 -0.435356 0.479559
4.419996 0.697367 0.191090 0.363810 -0.551972 0.525373 -0.435534 0.479188
4.429996 0.697375 0.190167 0.363714 -0.551861 0.525680 -0.435723 0.478807
4.439996 0.697389 0.189209 0.363607 -0.551729 0.526029 -0.435906 0.478409
4.449996 0.697409 0.187978 0.363456 -0.551568 0.526515 -0.436077 0.477903
4.459996 0.697412 0.186920 0.363310 -0.551479 0.526930 -0.436165 0.477468
4.469996 0.697433 0.185777 0.363183 -0.551372 0.527375 -0.436248 0.477024
4.479996 0.697466 0.184460 0.363058 -0.551236 0.527894 -0.436338 0.476526
4.489996 0.697488 0.183111 0.362915 -0.551128 0.528424 -0.436367 0.476035
4.499996 0.697512 0.181813 0.362810 -0.551029 0.528906 -0.436375 0.475608
4.509996 0.697530 0.180462 0.362717 -0.550944 0.529376 -0.436362 0.475195
4.519996 0.697544 0.178985 0.362626 -0.550874 0.529856 -0.436309 0.474789
4.529996 0.697555 0.177658 0.362563 -0.550826 0.530247 -0.436235 0.474477
4.539996 0.697571 0.176302 0.362513 -0.550775 0.530608 -0.436163 0.474199
4.549996 0.697587 0.175518 0.362496 -0.550735 0.530805 -0.436125 0.474058
4.559996 0.697648 0.173653 0.362501 -0.550574 0.531270 -0.436086 0.473762
4.569996 0.697704 0.172398 0.362529 -0.550441 0.531568 -0.436076 0.473590
4.579996 0.697769 0.171085 0.362572 -0.550287 0.531884 -0.436082 0.473409
4.589996 0.697837 0.169838 0.362632 -0.550112 0.532199 -0.436122 0.473222
4.599996 0.697904 0.168655 0.362680 -0.549924 0.532517 -0.436175 0.473034
4.609996 0.697971 0.167405 0.362723 -0.549693 0.532855 -0.436270 0.472834
4.619996 0.698015 0.166210 0.362738 -0.549496 0.533119 -0.436345 0.472696
4.629996 0.698021 0.165182 0.362707 -0.549381 0.533283 -0.436364 0.472627
4.639996 0.697983 0.163962 0.362635 -0.549328 0.533386 -0.436327 0.472607
4.649996 0.697908 0.162822 0.362510 -0.549328 0.533466 -0.436257 0.472581
4.659996 0.697816 0.161709 0.362341 -0.549329 0.533572 -0.436215 0.472499
4.669996 0.697691 0.160448 0.362117 -0.549322 0.533721 -0.436205 0.472347
4.679996 0.697551 0.159316 0.361892 -0.549345 0.533836 -0.436206 0.472191
4.689996 0.697395 0.158163 0.361648 -0.549373 0.533955 -0.436223 0.472006
4.699996 0.697268 0.157041 0.361427 -0.549339 0.534126 -0.436299 0.471782
4.709996 0.697150 0.155926 0.361212 -0.549288 0.534314 -0.436381 0.471555
4.719995 0.697026 0.154895 0.360996 -0.549267 0.534470 -0.436420 0.471365
4.729995 0.696887 0.153828 0.360788 -0.549258 0.534607 -0.436467 0.471177
4.739995 0.696757 0.152970 0.360625 -0.549276 0.534684 -0.436499 0.471039
4.749995 0.696595 0.152079 0.360430 -0.549336 0.534737 -0.436512 0.470898
4.759995 0.696436 0.151226 0.360257 -0.549391 0.534776 -0.436551 0.470751
4.769995 0.696278 0.150529 0.360083 -0.549450 0.534815 -0.436584 0.470609
4.779995 0.696098 0.149925 0.359828 -0.549500 0.534915 -0.436632 0.470391
4.789995 0.695943 0.149320 0.359571 -0.549467 0.535107 -0.436804 0.470051
4.799995 0.695791 0.148838 0.359326 -0.549455 0.535269 -0.436986 0.469713
4.809995 0.695615 0.148478 0.359046 -0.549503 0.535390 -0.437123 0.469390
4.819995 0.695427 0.148173 0.358758 -0.549580 0.535484 -0.437249 0.469076
4.829995 0.695225 0.147896 0.358457 -0.549679 0.535564 -0.437367 0.468759
4.839995 0.695072 0.147703 0.358221 -0.549758 0.535625 -0.437442 0.468526
4.849995 0.694827 0.147357 0.357841 -0.549874 0.535737 -0.437575 0.468138
4.859995 0.694628 0.147078 0.357531 -0.549970 0.535826 -0.437678 0.467825
4.869995 0.694422 0.146787 0.357211 -0.550069 0.535919 -0.437787 0.467501
4.879995 0.694213 0.146492 0.356901 -0.550168 0.536003 -0.437911 0.467172
4.889995 0.694007 0.146190 0.356610 -0.550265 0.536073 -0.438051 0.466846
4.899995 0.693802 0.145878 0.356335 -0.550358 0.536136 -0.438210 0.466515
4.909995 0.693600 0.145567 0.356067 -0.550446 0.536200 -0.438366 0.466191
4.919995 0.693428 0.145300 0.355850 -0.550523 0.536243 -0.438508 0.465917
4.929995 0.693255 0.144960 0.355630 -0.550572 0.536315 -0.438685 0.465609
4.939995 0.693100 0.144551 0.355423 -0.550585 0.536418 -0.438879 0.465292
4.949995 0.692940 0.144027 0.355201 -0.550567 0.536562 -0.439122 0.464919
4.959995 0.692800 0.143487 0.355012 -0.550530 0.536704 -0.439377 0.464558
4.969995 0.692641 0.142812 0.354793 -0.550467 0.536888 -0.439684 0.464129
4.979995 0.692479 0.142069 0.354565 -0.550384 0.537102 -0.439993 0.463686
4.989995 0.692299 0.141238 0.354301 -0.550294 0.537347 -0.440311 0.463207
4.999995 0.692121 0.140410 0.354044 -0.550208 0.537587 -0.440607 0.462749
5.009995 0.691920 0.139476 0.353753 -0.550119 0.537850 -0.440914 0.462257
5.019995 0.691717 0.138497 0.353465 -0.550028 0.538111 -0.441210 0.461778
5.029995 0.691504 0.137471 0.353164 -0.549940 0.538385 -0.441484 0.461302
5.039995 0.691290 0.136427 0.352844 -0.549855 0.538669 -0.441729 0.460837
5.049995 0.691085 0.135363 0.352537 -0.549757 0.538961 -0.441958 0.460392
5.059995 0.690889 0.134254 0.352244 -0.549631 0.539278 -0.442179 0.459960
5.069995 0.690691 0.133115 0.351944 -0.549502 0.539601 -0.442389 0.459532
5.079995 0.690506 0.132060 0.351658 -0.549383 0.539907 -0.442567 0.459144
5.089995 0.690354 0.131117 0.351420 -0.549259 0.540191 -0.442720 0.458811
5.099995 0.690207 0.130037 0.351184 -0.549085 0.540528 -0.442886 0.458462
5.109995 0.690080 0.128977 0.350991 -0.548897 0.540853 -0.443034 0.458160
5.119995 0.689971 0.127882 0.350850 -0.548699 0.541157 -0.443178 0.457900
5.129995 0.689871 0.126667 0.350758 -0.548498 0.541436 -0.443313 0.457679
5.139995 0.689790 0.125521 0.350724 -0.548315 0.541664 -0.443428 0.457517
5.149995 0.689709 0.124278 0.350729 -0.548126 0.541875 -0.443547 0.457379
5.159995 0.689622 0.122713 0.350769 -0.547878 0.542139 -0.443691 0.457225
5.169995 0.689562 0.121417 0.350809 -0.547649 0.542387 -0.443812 0.457087
5.179995 0.689507 0.119774 0.350903 -0.547338 0.542697 -0.443972 0.456936
5.189995 0.689484 0.118344 0.351023 -0.547039 0.542973 -0.444124 0.456818
5.199995 0.689481 0.116808 0.351151 -0.546659 0.543339 -0.444308 0.456659
5.209995 0.689489 0.115306 0.351284 -0.546260 0.543730 -0.444480 0.456503
5.219995 0.689487 0.113901 0.351404 -0.545888 0.544119 -0.444600 0.456368
5.229995 0.689466 0.112615 0.351483 -0.545564 0.544508 -0.444659 0.456234
5.239995 0.689434 0.111241 0.351533 -0.545243 0.544952 -0.444622 0.456124
5.249995 0.689400 0.110103 0.351552 -0.544994 0.545348 -0.444510 0.456056
5.259995 0.689364 0.108942 0.351554 -0.544730 0.545780 -0.444398 0.455965
5.269995 0.689349 0.107822 0.351554 -0.544460 0.546163 -0.444315 0.455910
5.279995 0.689348 0.106868 0.351568 -0.544234 0.546437 -0.444266 0.455898
5.289995 0.689348 0.105814 0.351593 -0.543994 0.546706 -0.444242 0.455886
5.299995 0.689347 0.104725 0.351595 -0.543720 0.547010 -0.444234 0.455856
5.309995 0.689332 0.103698 0.351549 -0.543464 0.547323 -0.444213 0.455806
5.319995 0.689305 0.102678 0.351481 -0.543214 0.547641 -0.444197 0.455737
5.329995 0.689256 0.101647 0.351371 -0.542976 0.547978 -0.444159 0.455653
5.339995 0.689187 0.100542 0.351217 -0.542728 0.548355 -0.444097 0.455554
5.349995 0.689111 0.099578 0.351056 -0.542521 0.548691 -0.444020 0.455473
5.359995 0.689036 0.098744 0.350891 -0.542342 0.548999 -0.443953 0.455379
5.369995 0.688950 0.097711 0.350687 -0.542080 0.549416 -0.443933 0.455208
5.379995 0.688866 0.096860 0.350507 -0.541864 0.549768 -0.443925 0.455048
5.389995 0.688768 0.096067 0.350309 -0.541682 0.550095 -0.443896 0.454898
5.399995 0.688676 0.095319 0.350123 -0.541506 0.550409 -0.443880 0.454745
5.409995 0.688580 0.094606 0.349930 -0.541341 0.550717 -0.443841 0.454607
5.419995 0.688490 0.093991 0.349755 -0.541205 0.550981 -0.443796 0.454492
5.429995 0.688390 0.093383 0.349561 -0.541077 0.551251 -0.443753 0.454358
5.439995 0.688247 0.092919 0.349259 -0.541026 0.551510 -0.443673 0.454183
5.449995 0.688097 0.092591 0.348932 -0.541012 0.551747 -0.443602 0.453981
5.459995 0.687939 0.092290 0.348601 -0.541002 0.551987 -0.443544 0.453758
5.469995 0.687744 0.092076 0.348193 -0.541053 0.552214 -0.443435 0.453526
5.479995 0.687523 0.091971 0.347731 -0.541170 0.552409 -0.443281 0.453300
5.489995 0.687300 0.091904 0.347274 -0.541308 0.552582 -0.443123 0.453080
5.499995 0.687027 0.091828 0.346713 -0.541478 0.552789 -0.442926 0.452815
5.509995 0.686763 0.091744 0.346189 -0.541637 0.552981 -0.442755 0.452559
5.519995 0.686495 0.091633 0.345676 -0.541790 0.553171 -0.442606 0.452289
5.529995 0.686202 0.091505 0.345123 -0.541957 0.553372 -0.442453 0.451992
5.539995 0.685888 0.091383 0.344537 -0.542146 0.553572 -0.442286 0.451685
5.549995 0.685589 0.091259 0.344003 -0.542324 0.553748 -0.442142 0.451396
5.559995 0.685280 0.091108 0.343478 -0.542502 0.553916 -0.442025 0.451091
5.569995 0.684994 0.090963 0.342999 -0.542666 0.554064 -0.441930 0.450804
5.579995 0.684724 0.090814 0.342551 -0.542818 0.554204 -0.441849 0.450528
5.589995 0.684468 0.090637 0.342134 -0.542949 0.554344 -0.441789 0.450258
5.599995 0.684213 0.090337 0.341723 -0.543023 0.554536 -0.441778 0.449943
5.609995 0.683977 0.089913 0.341363 -0.543027 0.554761 -0.441839 0.449600
5.619995 0.683736 0.089405 0.341016 -0.543006 0.555002 -0.441950 0.449218
5.629995 0.683474 0.088775 0.340644 -0.542951 0.555290 -0.442107 0.448774
5.639995 0.683215 0.088069 0.340291 -0.542861 0.555602 -0.442290 0.448317
5.649995 0.682920 0.087183 0.339906 -0.542728 0.555975 -0.442516 0.447792
5.659995 0.682635 0.086325 0.339554 -0.542600 0.556322 -0.442732 0.447302
5.669995 0.682318 0.085387 0.339191 -0.542473 0.556672 -0.442970 0.446785
5.679995 0.681997 0.084472 0.338859 -0.542370 0.556977 -0.443201 0.446301
5.689995 0.681660 0.083514 0.338546 -0.542277 0.557255 -0.443448 0.445820
5.699995 0.681359 0.082611 0.338267 -0.542168 0.557529 -0.443679 0.445381
5.709995 0.681015 0.081543 0.337956 -0.542019 0.557861 -0.443945 0.444881
5.719995 0.680744 0.080688 0.337726 -0.541897 0.558121 -0.444144 0.444505
5.729995 0.680438 0.079679 0.337488 -0.541742 0.558417 -0.444376 0.444091
5.739995 0.680150 0.078732 0.337260 -0.541597 0.558698 -0.444575 0.443714
5.749995 0.679890 0.077868 0.337054 -0.541470 0.558948 -0.444743 0.443386
5.759995 0.679638 0.076995 0.336845 -0.541323 0.559222 -0.444915 0.443047
5.769994 0.679410 0.076121 0.336658 -0.541137 0.559520 -0.445107 0.442705
5.779994 0.679209 0.075221 0.336521 -0.540918 0.559820 -0.445311 0.442388
5.789994 0.679014 0.074262 0.336436 -0.540683 0.560102 -0.445519 0.442109
5.799994 0.678847 0.073311 0.336390 -0.540444 0.560364 -0.445712 0.441875
5.809994 0.678686 0.072190 0.336388 -0.540146 0.560655 -0.445939 0.441642
5.819994 0.678549 0.071049 0.336425 -0.539837 0.560931 -0.446160 0.441444
5.829994 0.678426 0.069789 0.336499 -0.539479 0.561234 -0.446404 0.441252
5.839994 0.678321 0.068533 0.336591 -0.539102 0.561542 -0.446641 0.441080
5.849994 0.678223 0.067198 0.336718 -0.538683 0.561869 -0.446895 0.440917
5.859994 0.678143 0.065834 0.336890 -0.538246 0.562185 -0.447156 0.440785
5.869994 0.678066 0.064305 0.337076 -0.537721 0.562574 -0.447455 0.440624
5.879994 0.678002 0.062952 0.337243 -0.537259 0.562919 -0.447680 0.440519
5.889994 0.677942 0.061680 0.337409 -0.536835 0.563230 -0.447848 0.440468
5.899994 0.677875 0.060505 0.337545 -0.536453 0.563519 -0.447974 0.440436
5.909994 0.677807 0.059410 0.337665 -0.536107 0.563785 -0.448049 0.440441
5.919994 0.677727 0.058309 0.337754 -0.535776 0.564059 -0.448066 0.440474
5.929994 0.677645 0.057301 0.337823 -0.535474 0.564318 -0.448073 0.440503
5.939994 0.677552 0.056326 0.337867 -0.535189 0.564576 -0.448054 0.440538
5.949994 0.677457 0.055428 0.337887 -0.534928 0.564827 -0.448020 0.440568
5.959994 0.677368 0.054613 0.337882 -0.534677 0.565084 -0.448011 0.440553
5.969994 0.677262 0.053754 0.337832 -0.534406 0.565389 -0.448014 0.440488
5.979994 0.677144 0.052824 0.337747 -0.534103 0.565748 -0.448026 0.440382
5.989994 0.677031 0.051968 0.337650 -0.533821 0.566093 -0.448044 0.440261
5.999994 0.676905 0.051110 0.337519 -0.533544 0.566455 -0.448055 0.440121
6.009994 0.676780 0.050280 0.337383 -0.533277 0.566810 -0.448066 0.439977
6.019994 0.676667 0.049525 0.337251 -0.533026 0.567146 -0.448081 0.439830
6.029994 0.676567 0.048799 0.337131 -0.532766 0.567483 -0.448122 0.439671
6.039994 0.676465 0.048114 0.337010 -0.532521 0.567803 -0.448164 0.439511
6.049994 0.676363 0.047468 0.336892 -0.532298 0.568100 -0.448195 0.439366
6.059994 0.676273 0.046941 0.336783 -0.532118 0.568348 -0.448223 0.439234
6.069994 0.676176 0.046347 0.336662 -0.531906 0.568636 -0.448261 0.439080
6.079994 0.676086 0.045836 0.336554 -0.531727 0.568883 -0.448287 0.438950
6.089994 0.675998 0.045389 0.336447 -0.531569 0.569107 -0.448314 0.438823
6.099994 0.675903 0.045016 0.336305 -0.531448 0.569320 -0.448329 0.438679
6.109994 0.675817 0.044807 0.336149 -0.531399 0.569469 -0.448317 0.438556
6.119994 0.675718 0.044653 0.335960 -0.531389 0.569603 -0.448283 0.438431
6.129994 0.675614 0.044587 0.335761 -0.531421 0.569704 -0.448217 0.438328
6.139994 0.675508 0.044592 0.335545 -0.531490 0.569779 -0.448125 0.438239
6.149994 0.675387 0.044625 0.335310 -0.531584 0.569844 -0.448023 0.438146
6.159994 0.675250 0.044656 0.335050 -0.531685 0.569918 -0.447912 0.438041
6.169994 0.675160 0.044666 0.334877 -0.531746 0.569973 -0.447841 0.437967
6.179994 0.674999 0.044648 0.334578 -0.531843 0.570074 -0.447738 0.437823
6.189994 0.674814 0.044592 0.334249 -0.531941 0.570194 -0.447646 0.437642
6.199994 0.674630 0.044502 0.333938 -0.532029 0.570309 -0.447583 0.437449
6.209994 0.674466 0.044412 0.333681 -0.532101 0.570403 -0.447550 0.437273
6.219994 0.674295 0.044311 0.333428 -0.532177 0.570491 -0.447531 0.437086
6.229994 0.674114 0.044193 0.333171 -0.532252 0.570579 -0.447528 0.436883
6.239994 0.673919 0.044060 0.332903 -0.532328 0.570673 -0.447529 0.436666
6.249994 0.673732 0.043916 0.332641 -0.532391 0.570777 -0.447525 0.436457
6.259994 0.673561 0.043761 0.332406 -0.532436 0.570881 -0.447531 0.436260
6.269994 0.673394 0.043546 0.332191 -0.532452 0.571000 -0.447565 0.436051
6.279994 0.673215 0.043211 0.331969 -0.532445 0.571146 -0.447641 0.435789
6.289994 0.673025 0.042776 0.331753 -0.532461 0.571270 -0.447777 0.435468
6.299994 0.672831 0.042282 0.331544 -0.532497 0.571371 -0.447953 0.435110
6.309994 0.672640 0.041720 0.331345 -0.532514 0.571484 -0.448160 0.434726
6.319994 0.672420 0.040982 0.331116 -0.532489 0.571657 -0.448423 0.434259
6.329994 0.672229 0.040263 0.330920 -0.532433 0.571836 -0.448677 0.433829
6.339994 0.672028 0.039477 0.330723 -0.532340 0.572052 -0.448948 0.433377
6.349994 0.671817 0.038623 0.330524 -0.532200 0.572310 -0.449241 0.432906
6.359994 0.671589 0.037654 0.330325 -0.531995 0.572628 -0.449564 0.432401
6.369994 0.671378 0.036702 0.330158 -0.531753 0.572961 -0.449874 0.431935
6.379994 0.671143 0.035624 0.329977 -0.531453 0.573358 -0.450208 0.431429
6.389994 0.670912 0.034539 0.329802 -0.531126 0.573776 -0.450525 0.430946
6.399994 0.670684 0.033438 0.329621 -0.530766 0.574230 -0.450818 0.430477
6.409994 0.670475 0.032404 0.329459 -0.530408 0.574668 -0.451079 0.430060
6.419994 0.670283 0.031417 0.329320 -0.530053 0.575089 -0.451318 0.429684
6.429994 0.670076 0.030356 0.329188 -0.529683 0.575521 -0.451572 0.429296
6.439994 0.669861 0.029170 0.329090 -0.529351 0.575897 -0.451839 0.428920
6.449994 0.669639 0.027952 0.329060 -0.529155 0.576097 -0.452059 0.428660
6.459994 0.669431 0.026921 0.329082 -0.529151 0.576079 -0.452158 0.428585
6.469994 0.669228 0.025779 0.329147 -0.529105 0.576072 -0.452276 0.428528
6.479994 0.669008 0.024422 0.329259 -0.528952 0.576141 -0.452401 0.428491
6.489994 0.668819 0.023227 0.329362 -0.528766 0.576254 -0.452471 0.428495
6.499994 0.668603 0.021805 0.329503 -0.528489 0.576429 -0.452571 0.428495
6.509994 0.668377 0.020314 0.329666 -0.528173 0.576625 -0.452671 0.428515
6.519994 0.668157 0.018883 0.329825 -0.527862 0.576821 -0.452734 0.428569
6.529994 0.667941 0.017436 0.329986 -0.527506 0.577053 -0.452816 0.428608
6.539994 0.667748 0.016091 0.330145 -0.527155 0.577280 -0.452897 0.428648
6.549994 0.667540 0.014623 0.330317 -0.526765 0.577534 -0.452943 0.428738
6.559994 0.667341 0.013257 0.330457 -0.526417 0.577771 -0.452914 0.428877
6.569994 0.667175 0.012094 0.330582 -0.526126 0.577964 -0.452847 0.429044
6.579994 0.666993 0.010773 0.330727 -0.525788 0.578189 -0.452754 0.429253
6.589994 0.666851 0.009684 0.330828 -0.525491 0.578403 -0.452681 0.429405
6.599994 0.666717 0.008639 0.330902 -0.525191 0.578636 -0.452617 0.429527
6.609994 0.666589 0.007560 0.330964 -0.524856 0.578907 -0.452585 0.429604
6.619994 0.666483 0.006641 0.330992 -0.524538 0.579185 -0.452585 0.429617
6.629994 0.666373 0.005742 0.330987 -0.524220 0.579482 -0.452595 0.429595
