# t x y z qx qy qz qw
3.319997 0.687642 0.268793 0.359431 -0.558737 0.513793 -0.412413 0.503732
3.329997 0.687719 0.271607 0.357722 -0.558898 0.514321 -0.411036 0.504139
3.339997 0.687730 0.272026 0.357468 -0.558922 0.514399 -0.410831 0.504200
3.349997 0.687701 0.270954 0.358119 -0.558861 0.514198 -0.411356 0.504045
3.359997 0.687671 0.269881 0.358770 -0.558799 0.513997 -0.411880 0.503890
3.369997 0.687642 0.268809 0.359421 -0.558738 0.513796 -0.412405 0.503735
3.379997 0.687630 0.268378 0.359683 -0.558713 0.513714 -0.412616 0.503672
3.389997 0.687630 0.268378 0.359683 -0.558713 0.513714 -0.412616 0.503673
3.399997 0.687630 0.268378 0.359683 -0.558713 0.513714 -0.412616 0.503673
3.409997 0.688564 0.267759 0.358127 -0.559961 0.510872 -0.416469 0.502004
3.419997 0.688526 0.266733 0.358757 -0.559926 0.510717 -0.416844 0.501888
3.429997 0.688489 0.265706 0.359388 -0.559891 0.510563 -0.417219 0.501772
3.439997 0.688451 0.264680 0.360018 -0.559856 0.510409 -0.417594 0.501656
3.449997 0.688414 0.263654 0.360648 -0.559821 0.510254 -0.417970 0.501540
3.459997 0.688377 0.262605 0.361242 -0.559789 0.510113 -0.418369 0.501386
3.469997 0.688339 0.261553 0.361832 -0.559757 0.509974 -0.418770 0.501228
3.479997 0.688302 0.260501 0.362423 -0.559726 0.509834 -0.419171 0.501070
3.489997 0.688264 0.259450 0.363013 -0.559694 0.509694 -0.419573 0.500912
3.499997 0.688406 0.263439 0.360774 -0.559814 0.510224 -0.418050 0.501511
3.509997 0.688369 0.262387 0.361365 -0.559782 0.510085 -0.418452 0.501353
3.519997 0.688331 0.261335 0.361955 -0.559751 0.509945 -0.418853 0.501196
3.529997 0.688294 0.260284 0.362545 -0.559719 0.509805 -0.419255 0.501038
3.539997 0.688256 0.259232 0.363135 -0.559687 0.509666 -0.419656 0.500879
3.549997 0.688254 0.259171 0.363170 -0.559685 0.509658 -0.419680 0.500870
3.559997 0.688254 0.259170 0.363170 -0.559685 0.509658 -0.419680 0.500870
3.569997 0.688254 0.259170 0.363170 -0.559685 0.509658 -0.419681 0.500870
3.579997 0.688814 0.257504 0.360862 -0.557441 0.515720 -0.415970 0.500261
3.589997 0.689723 0.254802 0.357117 -0.553737 0.525491 -0.409902 0.499214
3.599997 0.689711 0.253605 0.357295 -0.553555 0.526020 -0.409865 0.498891
3.609997 0.689645 0.252498 0.357707 -0.553585 0.526000 -0.410188 0.498612
3.619997 0.689578 0.251391 0.358119 -0.553615 0.525979 -0.410511 0.498334
3.629997 0.689512 0.250284 0.358531 -0.553645 0.525959 -0.410835 0.498055
3.639997 0.689441 0.249162 0.358928 -0.553688 0.525924 -0.411193 0.497750
3.649997 0.689369 0.248035 0.359320 -0.553733 0.525883 -0.411561 0.497437
3.659997 0.689297 0.246908 0.359712 -0.553779 0.525843 -0.411929 0.497124
3.669997 0.689225 0.245781 0.360104 -0.553824 0.525803 -0.412297 0.496811
3.679996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.689996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.699996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.709996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.719996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.729996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.739996 0.689197 0.245342 0.360257 -0.553842 0.525787 -0.412440 0.496689
3.749996 0.689765 0.242199 0.360931 -0.553664 0.526227 -0.413226 0.495767
3.759996 0.690364 0.238886 0.361642 -0.553476 0.526690 -0.414053 0.494794
3.769996 0.690963 0.235573 0.362352 -0.553287 0.527152 -0.414880 0.493820
3.779996 0.691561 0.232260 0.363062 -0.553097 0.527612 -0.415706 0.492846
3.789996 0.691651 0.230622 0.363392 -0.553126 0.527720 -0.416171 0.492306
3.799996 0.691604 0.229432 0.363619 -0.553213 0.527734 -0.416539 0.491882
3.809996 0.691558 0.228241 0.363847 -0.553300 0.527748 -0.416907 0.491458
3.819996 0.691511 0.227051 0.364074 -0.553386 0.527761 -0.417274 0.491034
3.829996 0.691637 0.230252 0.363462 -0.553153 0.527725 -0.416284 0.492174
3.839996 0.691652 0.230637 0.363389 -0.553125 0.527720 -0.416165 0.492311
3.849996 0.691605 0.229446 0.363616 -0.553212 0.527734 -0.416533 0.491887
3.859996 0.691558 0.228256 0.363844 -0.553299 0.527747 -0.416901 0.491463
3.869996 0.691512 0.227066 0.364071 -0.553386 0.527761 -0.417269 0.491039
3.879996 0.691494 0.226602 0.364160 -0.553420 0.527766 -0.417412 0.490874
3.889996 0.691494 0.226602 0.364160 -0.553420 0.527766 -0.417412 0.490874
3.899996 0.691494 0.226602 0.364160 -0.553420 0.527766 -0.417412 0.490874
3.909996 0.691446 0.225830 0.364490 -0.553725 0.526803 -0.418027 0.491041
3.919996 0.691272 0.223043 0.365685 -0.554819 0.523316 -0.420248 0.491638
3.929996 0.691099 0.220255 0.366880 -0.555904 0.519819 -0.422461 0.492225
3.939996 0.690941 0.217750 0.367903 -0.556789 0.516941 -0.424330 0.492648
3.949996 0.690851 0.216541 0.368139 -0.556808 0.516930 -0.424658 0.492355
3.959996 0.690762 0.215331 0.368374 -0.556827 0.516919 -0.424986 0.492063
3.969996 0.690672 0.214122 0.368609 -0.556846 0.516908 -0.425314 0.491770
3.979996 0.690586 0.212961 0.368835 -0.556864 0.516897 -0.425628 0.491488
3.989996 0.690780 0.215577 0.368326 -0.556823 0.516921 -0.424920 0.492122
3.999996 0.690949 0.217862 0.367882 -0.556787 0.516942 -0.424301 0.492674
4.009996 0.690859 0.216652 0.368117 -0.556806 0.516931 -0.424629 0.492382
4.019996 0.690770 0.215443 0.368353 -0.556825 0.516920 -0.424957 0.492089
4.029996 0.690680 0.214233 0.368588 -0.556844 0.516909 -0.425285 0.491796
4.039996 0.690590 0.213024 0.368823 -0.556862 0.516897 -0.425613 0.491503
4.049996 0.690583 0.212927 0.368842 -0.556864 0.516896 -0.425640 0.491479
4.059996 0.690583 0.212927 0.368842 -0.556863 0.516896 -0.425640 0.491479
4.069996 0.690583 0.212926 0.368842 -0.556863 0.516896 -0.425641 0.491479
4.079996 0.690834 0.212225 0.368932 -0.557001 0.516633 -0.426434 0.490911
4.089996 0.691245 0.211077 0.369078 -0.557227 0.516200 -0.427734 0.489980
4.099996 0.691656 0.209928 0.369225 -0.557450 0.515765 -0.429032 0.489047
4.109996 0.692067 0.208779 0.369371 -0.557673 0.515329 -0.430329 0.488113
4.119996 0.692265 0.207618 0.369517 -0.557831 0.515082 -0.431157 0.487462
4.129996 0.692189 0.206442 0.369662 -0.557908 0.515080 -0.431383 0.487176
4.139996 0.692113 0.205267 0.369808 -0.557984 0.515078 -0.431608 0.486890
4.149996 0.692038 0.204091 0.369953 -0.558061 0.515076 -0.431833 0.486604
4.159996 0.692087 0.204859 0.369858 -0.558011 0.515078 -0.431686 0.486791
4.169996 0.692263 0.207597 0.369520 -0.557832 0.515082 -0.431161 0.487456
4.179996 0.692188 0.206421 0.369665 -0.557909 0.515080 -0.431387 0.487171
4.189996 0.692112 0.205245 0.369810 -0.557986 0.515078 -0.431612 0.486885
4.199996 0.692036 0.204070 0.369955 -0.558063 0.515076 -0.431838 0.486599
4.209996 0.691982 0.203233 0.370059 -0.558117 0.515075 -0.431998 0.486396
4.219996 0.691982 0.203233 0.370059 -0.558117 0.515075 -0.431998 0.486396
4.229996 0.691982 0.203233 0.370059 -0.558117 0.515075 -0.431999 0.486395
4.239996 0.691983 0.203233 0.370059 -0.558117 0.515075 -0.431999 0.486395
4.249996 0.692059 0.201484 0.369524 -0.557509 0.516731 -0.431764 0.485544
4.259996 0.692200 0.198258 0.368536 -0.556382 0.519779 -0.431326 0.483969
4.269996 0.692341 0.195032 0.367549 -0.555248 0.522821 -0.430883 0.482388
4.279996 0.692482 0.191806 0.366561 -0.554106 0.525855 -0.430434 0.480801
4.289996 0.692433 0.190147 0.366371 -0.553921 0.526580 -0.430491 0.480170
4.299996 0.692328 0.188947 0.366414 -0.554017 0.526629 -0.430697 0.479820
4.309996 0.692224 0.187748 0.366458 -0.554113 0.526678 -0.430903 0.479470
4.319996 0.692119 0.186548 0.366501 -0.554209 0.526727 -0.431109 0.479121
4.329996 0.692361 0.189321 0.366401 -0.553987 0.526614 -0.430632 0.479929
4.339996 0.692443 0.190269 0.366367 -0.553911 0.526575 -0.430470 0.480205
4.349996 0.692339 0.189069 0.366410 -0.554007 0.526624 -0.430676 0.479856
4.359996 0.692234 0.187869 0.366453 -0.554103 0.526673 -0.430882 0.479506
4.369996 0.692130 0.186669 0.366497 -0.554199 0.526722 -0.431088 0.479156
4.379996 0.692078 0.186076 0.366518 -0.554246 0.526746 -0.431190 0.478983
4.389996 0.692078 0.186076 0.366518 -0.554246 0.526746 -0.431190 0.478983
4.399996 0.692078 0.186076 0.366518 -0.554246 0.526746 -0.431190 0.478983
4.409996 0.692405 0.184328 0.366401 -0.553904 0.527686 -0.430998 0.478517
4.419996 0.693586 0.178009 0.365977 -0.552661 0.531077 -0.430303 0.476826
4.429996 0.693954 0.174804 0.365829 -0.552201 0.532442 -0.430182 0.475944
4.439996 0.693808 0.173564 0.365854 -0.552238 0.532534 -0.430426 0.475577
4.449996 0.693663 0.172323 0.365879 -0.552275 0.532626 -0.430671 0.475210
4.459996 0.693518 0.171083 0.365904 -0.552312 0.532718 -0.430915 0.474843
4.469996 0.693366 0.169847 0.365911 -0.552350 0.532820 -0.431141 0.474478
4.479996 0.693205 0.168615 0.365895 -0.552391 0.532935 -0.431346 0.474116
4.489996 0.693044 0.167384 0.365880 -0.552431 0.533050 -0.431550 0.473754
4.499996 0.692883 0.166153 0.365864 -0.552471 0.533164 -0.431755 0.473391
4.509996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.519996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.529996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.539996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.549996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.559996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.569996 0.692767 0.165266 0.365853 -0.552500 0.533247 -0.431902 0.473130
4.579996 0.692300 0.163507 0.365879 -0.552238 0.532642 -0.432555 0.473520
4.589996 0.691547 0.160664 0.365921 -0.551814 0.531664 -0.433610 0.474148
4.599996 0.690793 0.157822 0.365963 -0.551389 0.530685 -0.434663 0.474775
4.609996 0.690057 0.155036 0.365998 -0.550978 0.529745 -0.435683 0.475367
4.619996 0.689813 0.153822 0.365839 -0.550984 0.529939 -0.435801 0.475036
4.629996 0.689569 0.152608 0.365680 -0.550990 0.530134 -0.435918 0.474704
4.639996 0.689325 0.151394 0.365520 -0.550996 0.530328 -0.436035 0.474372
4.649996 0.689081 0.150179 0.365361 -0.551003 0.530522 -0.436152 0.474040
4.659996 0.689665 0.153088 0.365743 -0.550988 0.530057 -0.435871 0.474835
4.669996 0.689959 0.154547 0.365934 -0.550980 0.529823 -0.435731 0.475234
4.679996 0.689715 0.153333 0.365775 -0.550986 0.530018 -0.435848 0.474902
4.689996 0.689471 0.152119 0.365615 -0.550993 0.530212 -0.435965 0.474570
4.699996 0.689226 0.150905 0.365456 -0.550999 0.530406 -0.436082 0.474239
4.709996 0.689048 0.150019 0.365340 -0.551003 0.530548 -0.436167 0.473996
4.719995 0.689048 0.150019 0.365340 -0.551003 0.530548 -0.436168 0.473996
4.729995 0.689048 0.150019 0.365340 -0.551002 0.530548 -0.436169 0.473996
4.739995 0.689049 0.150019 0.365340 -0.551002 0.530548 -0.436169 0.473996
4.749995 0.689267 0.151606 0.363889 -0.550397 0.531396 -0.438006 0.472052
4.759995 0.689350 0.152442 0.362742 -0.549930 0.532112 -0.439388 0.470502
4.769995 0.689081 0.151256 0.362521 -0.549887 0.532407 -0.439435 0.470175
4.779995 0.688812 0.150070 0.362301 -0.549844 0.532701 -0.439483 0.469848
4.789995 0.688543 0.148885 0.362080 -0.549801 0.532995 -0.439530 0.469520
4.799995 0.688272 0.147700 0.361855 -0.549757 0.533293 -0.439569 0.469195
4.809995 0.687991 0.146527 0.361595 -0.549711 0.533625 -0.439554 0.468886
4.819995 0.687710 0.145354 0.361335 -0.549666 0.533956 -0.439539 0.468577
4.829995 0.687429 0.144180 0.361075 -0.549620 0.534287 -0.439524 0.468267
4.839995 0.687147 0.143007 0.360815 -0.549574 0.534619 -0.439508 0.467958
4.849995 0.687136 0.142961 0.360805 -0.549572 0.534631 -0.439508 0.467946
4.859995 0.687136 0.142961 0.360805 -0.549572 0.534631 -0.439508 0.467946
4.869995 0.687136 0.142961 0.360805 -0.549572 0.534631 -0.439508 0.467946
4.879995 0.687136 0.142961 0.360805 -0.549572 0.534631 -0.439508 0.467946
4.889995 0.687136 0.142961 0.360805 -0.549572 0.534631 -0.439508 0.467946
4.899995 0.687136 0.142961 0.360805 -0.549572 0.534631 -0.439508 0.467946
4.909995 0.687085 0.141763 0.360108 -0.549369 0.535530 -0.439506 0.467158
4.919995 0.686902 0.137506 0.357632 -0.548641 0.538716 -0.439493 0.464354
4.929995 0.686621 0.135192 0.356563 -0.548313 0.540120 -0.439445 0.463154
4.939995 0.686280 0.134068 0.356356 -0.548236 0.540436 -0.439379 0.462939
4.949995 0.685940 0.132944 0.356149 -0.548158 0.540752 -0.439313 0.462725
4.959995 0.685599 0.131820 0.355942 -0.548081 0.541068 -0.439246 0.462510
4.969995 0.685252 0.130701 0.355723 -0.548009 0.541385 -0.439176 0.462291
4.979995 0.684899 0.129588 0.355491 -0.547944 0.541702 -0.439101 0.462068
4.989995 0.684546 0.128475 0.355259 -0.547880 0.542019 -0.439026 0.461845
4.999995 0.684193 0.127362 0.355027 -0.547815 0.542335 -0.438950 0.461621
5.009995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.019995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.029995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.039995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.049995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.059995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.069995 0.683941 0.126568 0.354862 -0.547768 0.542561 -0.438896 0.461462
5.079995 0.684209 0.123688 0.355051 -0.547442 0.543312 -0.438709 0.461144
5.089995 0.684634 0.119131 0.355351 -0.546924 0.544500 -0.438411 0.460641
5.099995 0.685059 0.114574 0.355650 -0.546405 0.545686 -0.438113 0.460136
5.109995 0.685425 0.110277 0.355902 -0.545925 0.546805 -0.437828 0.459649
5.119995 0.685072 0.109150 0.355581 -0.545919 0.547120 -0.437726 0.459379
5.129995 0.684719 0.108023 0.355260 -0.545912 0.547434 -0.437624 0.459108
5.139995 0.684366 0.106896 0.354939 -0.545906 0.547749 -0.437522 0.458838
5.149995 0.684013 0.105769 0.354617 -0.545900 0.548063 -0.437420 0.458568
5.159995 0.684881 0.108540 0.355407 -0.545915 0.547290 -0.437671 0.459232
5.169995 0.685302 0.109886 0.355791 -0.545923 0.546914 -0.437793 0.459555
5.179995 0.684949 0.108759 0.355470 -0.545916 0.547229 -0.437691 0.459285
5.189995 0.684596 0.107632 0.355148 -0.545910 0.547544 -0.437589 0.459014
5.199995 0.684243 0.106505 0.354827 -0.545904 0.547858 -0.437486 0.458744
5.209995 0.683981 0.105667 0.354588 -0.545899 0.548092 -0.437410 0.458543
5.219995 0.683980 0.105667 0.354588 -0.545899 0.548092 -0.437410 0.458543
5.229995 0.683980 0.105667 0.354588 -0.545899 0.548092 -0.437410 0.458543
5.239995 0.683980 0.105666 0.354588 -0.545899 0.548092 -0.437410 0.458543
5.249995 0.685803 0.100470 0.353101 -0.545290 0.547649 -0.439958 0.457358
5.259995 0.685500 0.099351 0.352860 -0.545204 0.547964 -0.439920 0.457119
5.269995 0.685197 0.098233 0.352620 -0.545118 0.548278 -0.439883 0.456881
5.279995 0.684894 0.097114 0.352379 -0.545033 0.548593 -0.439845 0.456642
5.289995 0.684580 0.096009 0.352120 -0.544960 0.548906 -0.439793 0.456402
5.299995 0.684262 0.094910 0.351852 -0.544894 0.549219 -0.439734 0.456162
5.309995 0.683944 0.093811 0.351584 -0.544827 0.549532 -0.439675 0.455922
5.319995 0.683626 0.092712 0.351316 -0.544761 0.549844 -0.439615 0.455681
5.329995 0.684384 0.095333 0.351955 -0.544919 0.549099 -0.439757 0.456254
5.339995 0.684551 0.095906 0.352095 -0.544954 0.548935 -0.439788 0.456380
5.349995 0.684232 0.094807 0.351827 -0.544888 0.549248 -0.439728 0.456139
5.359995 0.683914 0.093708 0.351559 -0.544821 0.549561 -0.439669 0.455899
5.369995 0.683596 0.092609 0.351291 -0.544755 0.549873 -0.439610 0.455659
5.379995 0.683470 0.092174 0.351185 -0.544728 0.549997 -0.439586 0.455564
5.389995 0.683470 0.092174 0.351185 -0.544728 0.549997 -0.439586 0.455564
5.399995 0.683470 0.092174 0.351185 -0.544728 0.549997 -0.439587 0.455564
5.409995 0.683007 0.093230 0.350499 -0.544955 0.549914 -0.439719 0.455265
5.419995 0.681340 0.097033 0.348032 -0.545773 0.549614 -0.440193 0.454188
5.429995 0.680482 0.097850 0.346927 -0.546024 0.549701 -0.440324 0.453654
5.439995 0.680127 0.096812 0.346668 -0.545924 0.550028 -0.440242 0.453456
5.449995 0.679772 0.095774 0.346409 -0.545824 0.550356 -0.440160 0.453258
5.459995 0.679416 0.094736 0.346151 -0.545724 0.550684 -0.440078 0.453061
5.469995 0.679055 0.093702 0.345885 -0.545628 0.551011 -0.439994 0.452859
5.479995 0.678686 0.092670 0.345609 -0.545537 0.551338 -0.439909 0.452653
5.489995 0.678317 0.091639 0.345333 -0.545447 0.551665 -0.439824 0.452447
5.499995 0.677948 0.090608 0.345058 -0.545356 0.551992 -0.439738 0.452241
5.509995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.519995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.529995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.539995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.549995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.559995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.569995 0.677683 0.089869 0.344860 -0.545290 0.552227 -0.439677 0.452094
5.579995 0.676579 0.081120 0.343736 -0.541995 0.554606 -0.445273 0.447644
5.589995 0.676198 0.080078 0.343467 -0.541850 0.554973 -0.445209 0.447428
5.599995 0.675817 0.079036 0.343198 -0.541705 0.555339 -0.445145 0.447212
5.609995 0.675436 0.077995 0.342929 -0.541560 0.555706 -0.445081 0.446996
5.619995 0.675049 0.076954 0.342658 -0.541417 0.556072 -0.445018 0.446778
5.629995 0.674653 0.075915 0.342380 -0.541279 0.556435 -0.444956 0.446554
5.639995 0.674256 0.074876 0.342103 -0.541141 0.556798 -0.444894 0.446331
5.649995 0.673859 0.073837 0.341826 -0.541002 0.557161 -0.444832 0.446108
5.659995 0.673957 0.074093 0.341894 -0.541036 0.557072 -0.444848 0.446163
5.669995 0.675015 0.076863 0.342633 -0.541405 0.556103 -0.445013 0.446758
5.679995 0.674618 0.075824 0.342356 -0.541267 0.556467 -0.444951 0.446535
5.689995 0.674221 0.074785 0.342079 -0.541128 0.556830 -0.444889 0.446311
5.699995 0.673825 0.073747 0.341802 -0.540990 0.557193 -0.444827 0.446088
5.709995 0.673538 0.072995 0.341601 -0.540889 0.557456 -0.444782 0.445926
5.719995 0.673538 0.072995 0.341601 -0.540889 0.557456 -0.444783 0.445926
5.729995 0.673538 0.072995 0.341601 -0.540889 0.557456 -0.444783 0.445926
5.739995 0.673538 0.072995 0.341601 -0.540889 0.557456 -0.444783 0.445926
5.749995 0.673844 0.069574 0.341970 -0.539901 0.558419 -0.444927 0.445775
5.759995 0.674170 0.065932 0.342363 -0.538846 0.559445 -0.445080 0.445612
5.769994 0.674497 0.062289 0.342755 -0.537791 0.560469 -0.445232 0.445448
5.779994 0.674823 0.058646 0.343148 -0.536734 0.561492 -0.445383 0.445283
5.789994 0.674594 0.057073 0.342989 -0.536438 0.561967 -0.445389 0.445034
5.799994 0.674216 0.056054 0.342681 -0.536346 0.562297 -0.445356 0.444762
5.809994 0.673838 0.055035 0.342374 -0.536254 0.562626 -0.445323 0.444490
5.819994 0.673460 0.054015 0.342066 -0.536162 0.562955 -0.445289 0.444218
5.829994 0.674472 0.056746 0.342890 -0.536409 0.562073 -0.445378 0.444947
5.839994 0.674599 0.057088 0.342993 -0.536440 0.561962 -0.445389 0.445038
5.849994 0.674221 0.056069 0.342686 -0.536348 0.562292 -0.445356 0.444766
5.859994 0.673843 0.055049 0.342378 -0.536255 0.562621 -0.445323 0.444494
5.869994 0.673465 0.054030 0.342071 -0.536163 0.562950 -0.445290 0.444222
5.879994 0.673317 0.053630 0.341950 -0.536127 0.563079 -0.445277 0.444116
5.889994 0.673316 0.053630 0.341950 -0.536127 0.563079 -0.445277 0.444116
5.899994 0.673316 0.053630 0.341950 -0.536127 0.563079 -0.445277 0.444116
5.909994 0.673262 0.053242 0.341772 -0.536005 0.563410 -0.445143 0.443977
5.919994 0.673073 0.051879 0.341145 -0.535577 0.564570 -0.444673 0.443491
5.929994 0.672884 0.050517 0.340519 -0.535148 0.565729 -0.444202 0.443004
5.939994 0.672672 0.049196 0.339938 -0.534744 0.566801 -0.443781 0.442543
5.949994 0.672277 0.048212 0.339734 -0.534554 0.567169 -0.443780 0.442302
5.959994 0.671881 0.047228 0.339529 -0.534364 0.567537 -0.443778 0.442061
5.969994 0.671485 0.046244 0.339325 -0.534173 0.567905 -0.443777 0.441820
5.979994 0.671089 0.045260 0.339121 -0.533983 0.568273 -0.443775 0.441579
5.989994 0.671872 0.047205 0.339525 -0.534359 0.567546 -0.443778 0.442056
5.999994 0.672710 0.049288 0.339957 -0.534762 0.566766 -0.443781 0.442566
6.009994 0.672314 0.048304 0.339753 -0.534572 0.567135 -0.443780 0.442325
6.019994 0.671918 0.047320 0.339549 -0.534382 0.567503 -0.443778 0.442084
6.029994 0.671522 0.046336 0.339344 -0.534191 0.567871 -0.443777 0.441843
6.039994 0.671127 0.045352 0.339140 -0.534001 0.568238 -0.443775 0.441601
6.049994 0.671066 0.045202 0.339109 -0.533972 0.568294 -0.443775 0.441565
6.059994 0.671066 0.045202 0.339109 -0.533972 0.568294 -0.443775 0.441565
6.069994 0.671066 0.045202 0.339109 -0.533972 0.568294 -0.443775 0.441565
6.079994 0.671100 0.047150 0.338229 -0.534358 0.567860 -0.444650 0.440775
6.089994 0.671153 0.050258 0.336825 -0.534973 0.567164 -0.446044 0.439515
6.099994 0.670834 0.049541 0.336592 -0.534821 0.567446 -0.446177 0.439201
6.109994 0.670489 0.048551 0.336443 -0.534614 0.567797 -0.446221 0.438955
6.119994 0.670143 0.047561 0.336293 -0.534407 0.568147 -0.446264 0.438709
6.129994 0.669798 0.046571 0.336144 -0.534201 0.568498 -0.446307 0.438463
6.139994 0.669446 0.045571 0.335979 -0.533991 0.568866 -0.446342 0.438206
6.149994 0.669092 0.044567 0.335810 -0.533781 0.569238 -0.446373 0.437946
6.159994 0.668737 0.043564 0.335640 -0.533571 0.569611 -0.446405 0.437685
6.169994 0.668383 0.042561 0.335471 -0.533360 0.569984 -0.446436 0.437425
6.179994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.189994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.199994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.209994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.219994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.229994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.239994 0.668241 0.042160 0.335403 -0.533276 0.570132 -0.446449 0.437321
6.249994 0.667826 0.038815 0.335104 -0.533326 0.569932 -0.448599 0.435315
6.259994 0.667389 0.035289 0.334788 -0.533375 0.569716 -0.450862 0.433196
6.269994 0.666995 0.032599 0.334512 -0.533377 0.569644 -0.452418 0.431662
6.279994 0.666694 0.031636 0.334316 -0.533295 0.569880 -0.452520 0.431345
6.289994 0.666392 0.030673 0.334120 -0.533213 0.570116 -0.452623 0.431027
6.299994 0.666090 0.029710 0.333925 -0.533130 0.570352 -0.452725 0.430709
6.309994 0.665788 0.028747 0.333726 -0.533046 0.570593 -0.452821 0.430393
6.319994 0.665487 0.027788 0.333509 -0.532952 0.570862 -0.452883 0.430087
6.329994 0.665186 0.026828 0.333292 -0.532859 0.571131 -0.452946 0.429780
6.339994 0.664884 0.025868 0.333075 -0.532765 0.571400 -0.453008 0.429473
6.349994 0.664583 0.024909 0.332858 -0.532671 0.571669 -0.453070 0.429166
6.359994 0.664581 0.024902 0.332856 -0.532671 0.571671 -0.453071 0.429164
6.369994 0.664581 0.024902 0.332856 -0.532671 0.571671 -0.453071 0.429164
6.379994 0.664581 0.024902 0.332856 -0.532671 0.571671 -0.453071 0.429164
6.389994 0.664581 0.024902 0.332856 -0.532671 0.571671 -0.453071 0.429164
6.399994 0.664581 0.024902 0.332856 -0.532671 0.571671 -0.453071 0.429164
6.409994 0.664745 0.023101 0.333586 -0.532269 0.571261 -0.453120 0.430155
6.419994 0.665323 0.016749 0.336162 -0.530845 0.569810 -0.453289 0.433646
6.429994 0.665368 0.013768 0.337050 -0.530288 0.569320 -0.453448 0.434804
6.439994 0.665095 0.012802 0.336929 -0.530251 0.569409 -0.453603 0.434570
6.449994 0.664821 0.011836 0.336809 -0.530215 0.569498 -0.453758 0.434336
6.459994 0.664548 0.010871 0.336688 -0.530178 0.569588 -0.453913 0.434101
6.469994 0.664278 0.009909 0.336556 -0.530134 0.569698 -0.454042 0.433875
6.479994 0.664011 0.008952 0.336410 -0.530081 0.569835 -0.454141 0.433657
6.489994 0.663744 0.007995 0.336264 -0.530028 0.569971 -0.454240 0.433439
6.499994 0.663478 0.007038 0.336118 -0.529975 0.570107 -0.454338 0.433222
6.509994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.519994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.529994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.539994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.549994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.559994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.569994 0.663289 0.006361 0.336014 -0.529937 0.570203 -0.454408 0.433068
6.579994 0.663853 0.006781 0.335521 -0.528153 0.571141 -0.455229 0.433150
6.589994 0.663580 0.005800 0.335450 -0.528041 0.571265 -0.455343 0.433003
6.599994 0.663306 0.004818 0.335379 -0.527929 0.571389 -0.455458 0.432856
6.609994 0.663033 0.003837 0.335308 -0.527816 0.571513 -0.455572 0.432708
6.619994 0.662759 0.002856 0.335234 -0.527703 0.571643 -0.455680 0.432562
6.629994 0.662490 0.001879 0.335139 -0.527581 0.571806 -0.455748 0.432423
6.639994 0.662220 0.000901 0.335043 -0.527460 0.571968 -0.455816 0.432285
