164,1751881198.9326727,[37325.0, 37293.0, 34414.0, 36665.0, 37696.0, 36602.0]
168,1751881199.266406,[37326.0, 37291.0, 34415.0, 36663.0, 37695.0, 36601.0]
172,1751881199.5995672,[37325.0, 37291.0, 34415.0, 36663.0, 37696.0, 36600.0]
176,1751881199.933011,[37326.0, 37291.0, 34415.0, 36665.0, 37696.0, 36601.0]
180,1751881200.2667353,[37325.0, 37292.0, 34415.0, 36665.0, 37697.0, 36602.0]
184,1751881200.5997815,[37325.0, 37291.0, 34414.0, 36665.0, 37696.0, 36601.0]
188,1751881200.9340086,[37326.0, 37291.0, 34415.0, 36665.0, 37696.0, 36600.0]
192,1751881201.266951,[37327.0, 37291.0, 34416.0, 36665.0, 37695.0, 36601.0]
196,1751881201.6002216,[37326.0, 37291.0, 34414.0, 36665.0, 37695.0, 36600.0]
200,1751881201.9337327,[37326.0, 37290.0, 34415.0, 36665.0, 37697.0, 36601.0]
204,1751881202.2677028,[37327.0, 37290.0, 34415.0, 36664.0, 37695.0, 36602.0]
208,1751881202.600543,[37326.0, 37291.0, 34415.0, 36664.0, 37696.0, 36602.0]
212,1751881202.9341211,[37328.0, 37289.0, 34414.0, 36665.0, 37696.0, 36600.0]
216,1751881203.2674954,[37328.0, 37291.0, 34414.0, 36664.0, 37696.0, 36602.0]
220,1751881203.6008747,[37328.0, 37290.0, 34414.0, 36664.0, 37697.0, 36600.0]
224,1751881203.9347754,[37328.0, 37290.0, 34414.0, 36665.0, 37696.0, 36604.0]
228,1751881204.26859,[37327.0, 37289.0, 34415.0, 36665.0, 37693.0, 36601.0]
232,1751881204.6011136,[37325.0, 37291.0, 34415.0, 36666.0, 37696.0, 36601.0]
236,1751881204.9348693,[37326.0, 37289.0, 34414.0, 36665.0, 37695.0, 36600.0]
240,1751881205.2694848,[37325.0, 37290.0, 34414.0, 36664.0, 37697.0, 36601.0]
244,1751881205.6021984,[37326.0, 37291.0, 34413.0, 36665.0, 37695.0, 36601.0]
248,1751881205.93593,[37326.0, 37290.0, 34414.0, 36664.0, 37696.0, 36602.0]
252,1751881206.269172,[37325.0, 37291.0, 34415.0, 36664.0, 37695.0, 36601.0]
256,1751881206.6027246,[37326.0, 37290.0, 34413.0, 36664.0, 37697.0, 36602.0]
260,1751881206.9374568,[37327.0, 37290.0, 34413.0, 36665.0, 37696.0, 36601.0]
264,1751881207.2699053,[37327.0, 37290.0, 34414.0, 36664.0, 37698.0, 36602.0]
268,1751881207.6032798,[37327.0, 37291.0, 34414.0, 36665.0, 37697.0, 36602.0]
272,1751881207.9371436,[37328.0, 37290.0, 34415.0, 36664.0, 37694.0, 36601.0]
276,1751881208.2700634,[37326.0, 37291.0, 34414.0, 36665.0, 37694.0, 36601.0]
280,1751881208.6052725,[37327.0, 37291.0, 34414.0, 36665.0, 37694.0, 36600.0]
284,1751881208.9383903,[37328.0, 37289.0, 34414.0, 36664.0, 37694.0, 36602.0]
288,1751881209.272719,[37327.0, 37290.0, 34413.0, 36663.0, 37694.0, 36601.0]
292,1751881209.6052966,[37327.0, 37291.0, 34414.0, 36666.0, 37696.0, 36601.0]
296,1751881209.938782,[37328.0, 37290.0, 34414.0, 36665.0, 37696.0, 36600.0]
300,1751881210.2726135,[37327.0, 37290.0, 34415.0, 36664.0, 37694.0, 36602.0]
304,1751881210.6058068,[37328.0, 37289.0, 34413.0, 36664.0, 37695.0, 36601.0]
308,1751881210.940363,[37327.0, 37290.0, 34413.0, 36666.0, 37695.0, 36603.0]
312,1751881211.273732,[37327.0, 37290.0, 34414.0, 36664.0, 37694.0, 36602.0]
316,1751881211.606555,[37327.0, 37292.0, 34414.0, 36665.0, 37695.0, 36601.0]
320,1751881211.9408612,[37328.0, 37290.0, 34414.0, 36662.0, 37695.0, 36603.0]
324,1751881212.2751522,[37327.0, 37291.0, 34412.0, 36664.0, 37695.0, 36603.0]
328,1751881212.6094375,[37325.0, 37291.0, 34414.0, 36666.0, 37694.0, 36602.0]
332,1751881212.9424932,[37327.0, 37291.0, 34414.0, 36665.0, 37694.0, 36602.0]
336,1751881213.2753758,[37326.0, 37289.0, 34413.0, 36664.0, 37694.0, 36603.0]
340,1751881213.6092482,[37326.0, 37291.0, 34412.0, 36666.0, 37694.0, 36601.0]
344,1751881213.942232,[37328.0, 37289.0, 34414.0, 36665.0, 37693.0, 36601.0]
348,1751881214.2761412,[37327.0, 37291.0, 34414.0, 36665.0, 37696.0, 36601.0]
352,1751881214.6091743,[37328.0, 37290.0, 34414.0, 36665.0, 37695.0, 36600.0]
356,1751881214.9426,[37325.0, 37292.0, 34413.0, 36665.0, 37695.0, 36600.0]
360,1751881215.2770925,[37326.0, 37291.0, 34414.0, 36665.0, 37694.0, 36600.0]
0,1751881657.2751698,[37327.0, 37290.0, 34413.0, 36667.0, 37695.0, 36598.0]
4,1751881657.6083648,[37326.0, 37290.0, 34413.0, 36665.0, 37694.0, 36598.0]
8,1751881657.9416687,[37326.0, 37289.0, 34413.0, 36665.0, 37695.0, 36599.0]
12,1751881658.2752964,[37324.0, 37289.0, 34416.0, 36666.0, 37694.0, 36599.0]
16,1751881658.6092172,[37325.0, 37288.0, 34415.0, 36665.0, 37694.0, 36599.0]
20,1751881658.9419978,[37325.0, 37288.0, 34415.0, 36664.0, 37694.0, 36600.0]
24,1751881659.2767134,[37325.0, 37290.0, 34414.0, 36665.0, 37694.0, 36599.0]
28,1751881659.609079,[37327.0, 37289.0, 34415.0, 36664.0, 37694.0, 36599.0]
32,1751881659.9431088,[37326.0, 37289.0, 34414.0, 36665.0, 37695.0, 36598.0]
36,1751881660.2763867,[37325.0, 37290.0, 34415.0, 36664.0, 37693.0, 36600.0]
40,1751881660.6103654,[37326.0, 37290.0, 34415.0, 36665.0, 37696.0, 36598.0]
44,1751881660.942971,[37326.0, 37289.0, 34415.0, 36664.0, 37695.0, 36599.0]
48,1751881661.2764335,[37327.0, 37290.0, 34415.0, 36666.0, 37695.0, 36600.0]
52,1751881661.6101112,[37325.0, 37291.0, 34415.0, 36664.0, 37693.0, 36599.0]
56,1751881661.943928,[37326.0, 37290.0, 34413.0, 36666.0, 37695.0, 36599.0]
60,1751881662.2780664,[37326.0, 37290.0, 34414.0, 36663.0, 37694.0, 36599.0]
64,1751881662.6140547,[37326.0, 37290.0, 34415.0, 36664.0, 37694.0, 36597.0]
68,1751881662.9448087,[37327.0, 37290.0, 34415.0, 36663.0, 37695.0, 36599.0]
72,1751881663.2781973,[37327.0, 37288.0, 34414.0, 36663.0, 37695.0, 36601.0]
76,1751881663.6121151,[37327.0, 37290.0, 34415.0, 36665.0, 37695.0, 36600.0]
80,1751881663.9450004,[37324.0, 37290.0, 34415.0, 36665.0, 37696.0, 36599.0]
84,1751881664.2785046,[37327.0, 37290.0, 34414.0, 36665.0, 37695.0, 36598.0]
88,1751881664.6124275,[37326.0, 37291.0, 34414.0, 36664.0, 37694.0, 36599.0]
92,1751881664.945908,[37325.0, 37290.0, 34414.0, 36664.0, 37694.0, 36599.0]
96,1751881665.2795763,[37326.0, 37293.0, 34414.0, 36664.0, 37695.0, 36600.0]
100,1751881665.6143286,[37326.0, 37291.0, 34415.0, 36665.0, 37696.0, 36599.0]
104,1751881665.9492922,[37327.0, 37290.0, 34415.0, 36664.0, 37695.0, 36600.0]
108,1751881666.281771,[37328.0, 37291.0, 34414.0, 36665.0, 37695.0, 36599.0]
112,1751881666.6143482,[37327.0, 37290.0, 34414.0, 36665.0, 37695.0, 36600.0]
116,1751881666.9489362,[37328.0, 37290.0, 34415.0, 36665.0, 37696.0, 36598.0]
120,1751881667.2813928,[37327.0, 37291.0, 34413.0, 36664.0, 37697.0, 36597.0]
124,1751881667.6146963,[37327.0, 37290.0, 34414.0, 36665.0, 37694.0, 36598.0]
128,1751881667.9480348,[37327.0, 37290.0, 34414.0, 36665.0, 37695.0, 36599.0]
132,1751881668.282946,[37327.0, 37291.0, 34414.0, 36664.0, 37696.0, 36600.0]
136,1751881668.6158876,[37327.0, 37291.0, 34413.0, 36664.0, 37696.0, 36598.0]
140,1751881668.9487557,[37327.0, 37291.0, 34415.0, 36665.0, 37694.0, 36601.0]
144,1751881669.281986,[37327.0, 37291.0, 34414.0, 36666.0, 37693.0, 36599.0]
148,1751881669.6158843,[37326.0, 37292.0, 34414.0, 36665.0, 37694.0, 36600.0]
152,1751881669.9499981,[37327.0, 37291.0, 34414.0, 36664.0, 37697.0, 36599.0]
156,1751881670.2822955,[37328.0, 37291.0, 34413.0, 36665.0, 37696.0, 36598.0]
160,1751881670.6162527,[37327.0, 37291.0, 34414.0, 36665.0, 37695.0, 36600.0]
164,1751881670.9496949,[37327.0, 37290.0, 34415.0, 36664.0, 37694.0, 36600.0]
168,1751881671.282597,[37329.0, 37292.0, 34414.0, 36664.0, 37695.0, 36598.0]
172,1751881671.6164038,[37329.0, 37291.0, 34415.0, 36664.0, 37695.0, 36599.0]
176,1751881671.9496756,[37326.0, 37290.0, 34416.0, 36665.0, 37694.0, 36599.0]
180,1751881672.2829149,[37326.0, 37291.0, 34415.0, 36664.0, 37695.0, 36598.0]
184,1751881672.6179545,[37325.0, 37291.0, 34416.0, 36664.0, 37694.0, 36599.0]
188,1751881672.950939,[37326.0, 37291.0, 34416.0, 36666.0, 37694.0, 36599.0]
192,1751881673.2841372,[37326.0, 37289.0, 34415.0, 36664.0, 37694.0, 36599.0]
196,1751881673.617616,[37327.0, 37291.0, 34413.0, 36666.0, 37698.0, 36600.0]
200,1751881673.9509234,[37328.0, 37291.0, 34416.0, 36664.0, 37695.0, 36599.0]
204,1751881674.2844121,[37326.0, 37291.0, 34415.0, 36664.0, 37696.0, 36600.0]
208,1751881674.618456,[37328.0, 37290.0, 34413.0, 36665.0, 37698.0, 36600.0]
212,1751881674.9514182,[37327.0, 37291.0, 34414.0, 36665.0, 37696.0, 36600.0]
216,1751881675.284898,[37326.0, 37291.0, 34414.0, 36664.0, 37694.0, 36599.0]
220,1751881675.618045,[37325.0, 37290.0, 34415.0, 36667.0, 37695.0, 36599.0]
224,1751881675.9522347,[37327.0, 37290.0, 34415.0, 36664.0, 37694.0, 36600.0]
228,1751881676.2860427,[37327.0, 37290.0, 34413.0, 36665.0, 37695.0, 36601.0]
232,1751881676.6205883,[37326.0, 37290.0, 34415.0, 36665.0, 37696.0, 36600.0]
236,1751881676.9545078,[37327.0, 37290.0, 34415.0, 36666.0, 37695.0, 36599.0]
240,1751881677.2865415,[37328.0, 37290.0, 34415.0, 36665.0, 37697.0, 36599.0]
0,1751881795.3724904,[37327.0, 37291.0, 34416.0, 36664.0, 37696.0, 36600.0]
4,1751881795.7045696,[37326.0, 37291.0, 34415.0, 36665.0, 37696.0, 36601.0]
8,1751881796.0379255,[37327.0, 37292.0, 34415.0, 36664.0, 37697.0, 36601.0]
12,1751881796.3713393,[37326.0, 37291.0, 34416.0, 36665.0, 37694.0, 36600.0]
16,1751881796.7054448,[37325.0, 37290.0, 34414.0, 36664.0, 37695.0, 36599.0]
20,1751881797.0384083,[37328.0, 37292.0, 34414.0, 36665.0, 37695.0, 36601.0]
24,1751881797.3741636,[37326.0, 37291.0, 34414.0, 36664.0, 37696.0, 36600.0]
28,1751881797.7060885,[37327.0, 37292.0, 34414.0, 36662.0, 37696.0, 36600.0]
32,1751881798.0390234,[37326.0, 37291.0, 34415.0, 36666.0, 37696.0, 36600.0]
36,1751881798.3727522,[37326.0, 37291.0, 34415.0, 36664.0, 37696.0, 36601.0]
40,1751881798.7056081,[37327.0, 37291.0, 34414.0, 36665.0, 37695.0, 36600.0]
44,1751881799.0391212,[37326.0, 37291.0, 34414.0, 36665.0, 37696.0, 36602.0]
48,1751881799.3734453,[37328.0, 37291.0, 34415.0, 36665.0, 37696.0, 36602.0]
52,1751881799.7060153,[37329.0, 37292.0, 34415.0, 36665.0, 37695.0, 36602.0]
56,1751881800.0405197,[37326.0, 37292.0, 34415.0, 36665.0, 37694.0, 36603.0]
60,1751881800.3727307,[37327.0, 37292.0, 34414.0, 36665.0, 37695.0, 36600.0]
64,1751881800.7071328,[37327.0, 37293.0, 34415.0, 36664.0, 37697.0, 36601.0]
68,1751881801.040053,[37327.0, 37292.0, 34416.0, 36664.0, 37695.0, 36603.0]
72,1751881801.3732803,[37326.0, 37292.0, 34416.0, 36666.0, 37698.0, 36602.0]
76,1751881801.7072146,[37326.0, 37291.0, 34416.0, 36664.0, 37696.0, 36600.0]
80,1751881802.0405855,[37327.0, 37293.0, 34415.0, 36666.0, 37695.0, 36602.0]
84,1751881802.374523,[37327.0, 37292.0, 34416.0, 36665.0, 37695.0, 36601.0]
88,1751881802.7074943,[37327.0, 37292.0, 34415.0, 36666.0, 37697.0, 36601.0]
92,1751881803.040915,[37328.0, 37292.0, 34414.0, 36665.0, 37698.0, 36601.0]
96,1751881803.3743317,[37328.0, 37290.0, 34415.0, 36665.0, 37695.0, 36599.0]
100,1751881803.7082758,[37328.0, 37292.0, 34415.0, 36665.0, 37698.0, 36602.0]
104,1751881804.0421436,[37327.0, 37290.0, 34415.0, 36666.0, 37696.0, 36599.0]
108,1751881804.3748472,[37327.0, 37292.0, 34416.0, 36664.0, 37696.0, 36601.0]
112,1751881804.7085931,[37328.0, 37291.0, 34415.0, 36664.0, 37696.0, 36602.0]
116,1751881805.0433311,[37328.0, 37292.0, 34415.0, 36665.0, 37696.0, 36601.0]
120,1751881805.3764107,[37325.0, 37292.0, 34415.0, 36665.0, 37696.0, 36601.0]
124,1751881805.7111757,[37326.0, 37291.0, 34415.0, 36664.0, 37697.0, 36600.0]
128,1751881806.0445304,[37326.0, 37292.0, 34414.0, 36664.0, 37698.0, 36600.0]
132,1751881806.3768156,[37326.0, 37291.0, 34415.0, 36665.0, 37696.0, 36600.0]
136,1751881806.7137702,[37326.0, 37291.0, 34415.0, 36666.0, 37696.0, 36600.0]
140,1751881807.0448518,[37326.0, 37291.0, 34414.0, 36665.0, 37697.0, 36597.0]
144,1751881807.3804767,[37325.0, 37291.0, 34415.0, 36665.0, 37697.0, 36599.0]
148,1751881807.7109106,[37327.0, 37291.0, 34414.0, 36665.0, 37696.0, 36599.0]
152,1751881808.0443797,[37327.0, 37291.0, 34415.0, 36666.0, 37697.0, 36599.0]
156,1751881808.3777137,[37327.0, 37291.0, 34415.0, 36665.0, 37696.0, 36598.0]
160,1751881808.71122,[37326.0, 37290.0, 34415.0, 36665.0, 37694.0, 36596.0]
164,1751881809.0446486,[37328.0, 37291.0, 34414.0, 36664.0, 37696.0, 36598.0]
168,1751881809.3785586,[37327.0, 37290.0, 34414.0, 36664.0, 37697.0, 36599.0]
172,1751881809.7115808,[37326.0, 37291.0, 34415.0, 36665.0, 37696.0, 36599.0]
176,1751881810.04515,[37328.0, 37290.0, 34415.0, 36664.0, 37696.0, 36599.0]
180,1751881810.3782814,[37327.0, 37289.0, 34415.0, 36664.0, 37695.0, 36599.0]
184,1751881810.7124796,[37327.0, 37289.0, 34416.0, 36665.0, 37696.0, 36599.0]
188,1751881811.0459974,[37328.0, 37289.0, 34416.0, 36665.0, 37696.0, 36599.0]
192,1751881811.3791118,[37327.0, 37290.0, 34416.0, 36665.0, 37696.0, 36600.0]
196,1751881811.7125351,[37328.0, 37289.0, 34417.0, 36666.0, 37697.0, 36599.0]
200,1751881812.046407,[37328.0, 37289.0, 34417.0, 36666.0, 37695.0, 36599.0]
204,1751881812.3798344,[37326.0, 37292.0, 34415.0, 36665.0, 37694.0, 36600.0]
208,1751881812.71372,[37327.0, 37291.0, 34416.0, 36665.0, 37696.0, 36601.0]
212,1751881813.0466418,[37327.0, 37290.0, 34416.0, 36665.0, 37695.0, 36600.0]
216,1751881813.3802423,[37326.0, 37289.0, 34415.0, 36665.0, 37698.0, 36599.0]
220,1751881813.7137084,[37328.0, 37289.0, 34415.0, 36665.0, 37698.0, 36600.0]
224,1751881814.0471215,[37327.0, 37290.0, 34416.0, 36664.0, 37696.0, 36598.0]
228,1751881814.3810816,[37325.0, 37289.0, 34416.0, 36662.0, 37696.0, 36600.0]
232,1751881814.7148757,[37325.0, 37291.0, 34416.0, 36664.0, 37697.0, 36601.0]
236,1751881815.0483522,[37327.0, 37291.0, 34416.0, 36666.0, 37698.0, 36600.0]
240,1751881815.3831599,[37327.0, 37291.0, 34415.0, 36665.0, 37697.0, 36600.0]
244,1751881815.7151592,[37327.0, 37290.0, 34416.0, 36665.0, 37698.0, 36601.0]
248,1751881816.0507638,[37328.0, 37291.0, 34416.0, 36667.0, 37698.0, 36601.0]
252,1751881816.3825653,[37325.0, 37291.0, 34415.0, 36665.0, 37698.0, 36601.0]
256,1751881816.7171774,[37326.0, 37289.0, 34416.0, 36665.0, 37699.0, 36601.0]
260,1751881817.0506463,[37327.0, 37291.0, 34415.0, 36664.0, 37696.0, 36602.0]
264,1751881817.38386,[37327.0, 37290.0, 34415.0, 36665.0, 37697.0, 36601.0]
268,1751881817.7193203,[37327.0, 37291.0, 34416.0, 36665.0, 37698.0, 36600.0]
272,1751881818.052497,[37326.0, 37290.0, 34416.0, 36664.0, 37696.0, 36601.0]
276,1751881818.385896,[37325.0, 37289.0, 34416.0, 36665.0, 37696.0, 36601.0]
280,1751881818.718501,[37326.0, 37290.0, 34415.0, 36664.0, 37696.0, 36599.0]
284,1751881819.0518854,[37328.0, 37290.0, 34416.0, 36665.0, 37695.0, 36600.0]
288,1751881819.3866324,[37327.0, 37290.0, 34416.0, 36667.0, 37697.0, 36600.0]
292,1751881819.7188137,[37326.0, 37292.0, 34416.0, 36666.0, 37698.0, 36599.0]
296,1751881820.0523167,[37327.0, 37290.0, 34416.0, 36665.0, 37698.0, 36599.0]
300,1751881820.3858984,[37326.0, 37291.0, 34416.0, 36665.0, 37695.0, 36601.0]
304,1751881820.7195673,[37327.0, 37291.0, 34415.0, 36667.0, 37698.0, 36599.0]
308,1751881821.0535853,[37327.0, 37291.0, 34415.0, 36666.0, 37697.0, 36600.0]
312,1751881821.3860047,[37326.0, 37291.0, 34417.0, 36665.0, 37696.0, 36601.0]
316,1751881821.720365,[37326.0, 37290.0, 34416.0, 36666.0, 37695.0, 36598.0]
320,1751881822.0532117,[37326.0, 37290.0, 34415.0, 36665.0, 37697.0, 36601.0]
324,1751881822.3866184,[37327.0, 37291.0, 34416.0, 36666.0, 37697.0, 36600.0]
328,1751881822.7213,[37329.0, 37291.0, 34416.0, 36666.0, 37698.0, 36599.0]
332,1751881823.053458,[37328.0, 37290.0, 34416.0, 36664.0, 37698.0, 36599.0]
336,1751881823.3869205,[37328.0, 37289.0, 34415.0, 36666.0, 37698.0, 36600.0]
340,1751881823.721336,[37328.0, 37290.0, 34414.0, 36664.0, 37698.0, 36599.0]
344,1751881824.054161,[37327.0, 37292.0, 34416.0, 36665.0, 37697.0, 36600.0]
348,1751881824.3872783,[37327.0, 37290.0, 34415.0, 36665.0, 37698.0, 36601.0]
352,1751881824.7211182,[37327.0, 37292.0, 34415.0, 36666.0, 37696.0, 36600.0]
356,1751881825.05406,[37326.0, 37291.0, 34416.0, 36665.0, 37698.0, 36599.0]
360,1751881825.3877852,[37328.0, 37291.0, 34416.0, 36666.0, 37699.0, 36599.0]
0,1751881897.030262,[37329.0, 37291.0, 34415.0, 36668.0, 37698.0, 36599.0]
4,1751881897.3636243,[37328.0, 37291.0, 34415.0, 36667.0, 37701.0, 36600.0]
8,1751881897.697524,[37327.0, 37291.0, 34415.0, 36668.0, 37699.0, 36600.0]
12,1751881898.031399,[37328.0, 37292.0, 34414.0, 36667.0, 37698.0, 36600.0]
16,1751881898.3666825,[37328.0, 37293.0, 34414.0, 36668.0, 37700.0, 36601.0]
20,1751881898.6984425,[37329.0, 37292.0, 34414.0, 36667.0, 37698.0, 36599.0]
24,1751881899.031634,[37329.0, 37290.0, 34415.0, 36668.0, 37698.0, 36599.0]
28,1751881899.364538,[37329.0, 37290.0, 34415.0, 36668.0, 37699.0, 36600.0]
32,1751881899.6985242,[37330.0, 37291.0, 34415.0, 36669.0, 37699.0, 36599.0]
36,1751881900.0314822,[37329.0, 37291.0, 34415.0, 36668.0, 37698.0, 36600.0]
40,1751881900.3648775,[37328.0, 37291.0, 34414.0, 36669.0, 37700.0, 36600.0]
44,1751881900.700276,[37327.0, 37291.0, 34415.0, 36668.0, 37699.0, 36601.0]
48,1751881901.034319,[37328.0, 37291.0, 34414.0, 36669.0, 37701.0, 36600.0]
52,1751881901.3671334,[37327.0, 37290.0, 34415.0, 36668.0, 37698.0, 36600.0]
56,1751881901.7006185,[37328.0, 37291.0, 34415.0, 36668.0, 37701.0, 36599.0]
60,1751881902.0339916,[37328.0, 37292.0, 34414.0, 36669.0, 37698.0, 36601.0]
64,1751881902.3684134,[37329.0, 37292.0, 34414.0, 36669.0, 37698.0, 36599.0]
68,1751881902.7010427,[37328.0, 37291.0, 34414.0, 36669.0, 37699.0, 36599.0]
72,1751881903.0346317,[37330.0, 37291.0, 34415.0, 36669.0, 37700.0, 36599.0]
76,1751881903.3679276,[37329.0, 37292.0, 34414.0, 36669.0, 37700.0, 36599.0]
80,1751881903.7013776,[37328.0, 37289.0, 34415.0, 36668.0, 37700.0, 36600.0]
84,1751881904.0347748,[37329.0, 37290.0, 34414.0, 36670.0, 37701.0, 36601.0]
88,1751881904.3679392,[37327.0, 37292.0, 34415.0, 36668.0, 37700.0, 36599.0]
92,1751881904.701632,[37330.0, 37290.0, 34414.0, 36667.0, 37699.0, 36599.0]
96,1751881905.035028,[37328.0, 37291.0, 34414.0, 36668.0, 37700.0, 36600.0]
100,1751881905.3684075,[37328.0, 37290.0, 34414.0, 36669.0, 37700.0, 36600.0]
104,1751881905.701834,[37328.0, 37291.0, 34415.0, 36667.0, 37700.0, 36599.0]
108,1751881906.035605,[37327.0, 37289.0, 34415.0, 36667.0, 37700.0, 36601.0]
112,1751881906.368728,[37329.0, 37289.0, 34415.0, 36670.0, 37698.0, 36599.0]
116,1751881906.7021265,[37328.0, 37291.0, 34414.0, 36669.0, 37699.0, 36600.0]
120,1751881907.0356848,[37326.0, 37290.0, 34414.0, 36666.0, 37700.0, 36599.0]
124,1751881907.3690445,[37327.0, 37290.0, 34414.0, 36666.0, 37700.0, 36599.0]
128,1751881907.7023618,[37329.0, 37288.0, 34414.0, 36667.0, 37699.0, 36598.0]
132,1751881908.0358508,[37327.0, 37290.0, 34413.0, 36668.0, 37698.0, 36600.0]
136,1751881908.371037,[37327.0, 37291.0, 34415.0, 36666.0, 37699.0, 36599.0]
140,1751881908.7030587,[37329.0, 37288.0, 34413.0, 36667.0, 37699.0, 36601.0]
144,1751881909.0365891,[37326.0, 37290.0, 34414.0, 36667.0, 37701.0, 36600.0]
148,1751881909.3699772,[37330.0, 37291.0, 34414.0, 36668.0, 37699.0, 36599.0]
152,1751881909.703838,[37330.0, 37291.0, 34414.0, 36666.0, 37700.0, 36599.0]
156,1751881910.0378811,[37327.0, 37290.0, 34415.0, 36667.0, 37699.0, 36601.0]
160,1751881910.3703473,[37328.0, 37291.0, 34413.0, 36667.0, 37699.0, 36600.0]
164,1751881910.7044873,[37326.0, 37289.0, 34414.0, 36666.0, 37701.0, 36601.0]
168,1751881911.037136,[37328.0, 37289.0, 34415.0, 36666.0, 37698.0, 36601.0]
172,1751881911.3713367,[37328.0, 37291.0, 34415.0, 36667.0, 37698.0, 36600.0]
176,1751881911.7063608,[37328.0, 37291.0, 34414.0, 36668.0, 37699.0, 36600.0]
180,1751881912.0399115,[37326.0, 37291.0, 34416.0, 36669.0, 37699.0, 36600.0]
184,1751881912.3723094,[37328.0, 37291.0, 34415.0, 36667.0, 37698.0, 36600.0]
188,1751881912.7056458,[37328.0, 37290.0, 34417.0, 36668.0, 37699.0, 36599.0]
192,1751881913.039233,[37327.0, 37289.0, 34415.0, 36668.0, 37698.0, 36600.0]
196,1751881913.3742642,[37328.0, 37291.0, 34414.0, 36666.0, 37698.0, 36600.0]
